feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,label
-0.0222,-0.24548,-0.30805,-0.37428,-0.84808,-0.01572,0.49458,0.60579,-0.35927,0.22668,-0.87646,-0.3103,0.21107,-1.32313,-0.60784,-1.20823,5.0
-0.0318,0.05026,-0.25232,-1.21918,-1.24674,-0.70714,-0.35527,-0.91682,0.67159,2.78945,-0.45365,-0.2603,-0.31505,1.01821,-0.39096,-1.28462,5.0
0.33857,0.14539,0.10902,-0.99935,-0.85942,0.52969,-0.11511,0.73371,-0.23918,0.33738,-0.50973,0.12438,-0.16016,-0.06513,-0.2555,-0.01942,5.0
-0.10371,0.12188,-0.42394,2.51709,0.91324,-0.97261,-0.35527,-0.83967,-0.7037,0.7032,4.15219,-0.41082,0.27176,3.47,-1.11116,-1.12052,5.0
-0.00423,0.34705,-0.39754,-0.86515,-0.70132,0.49541,-0.35527,0.52891,-0.27545,0.67258,-0.4963,-0.38999,0.08205,-0.25173,-0.78099,-0.38591,5.0
-0.09407,0.30237,-0.21431,-0.49503,-0.95936,1.13261,-0.35527,1.53204,-0.35729,-0.58718,-0.76816,-0.12017,0.22365,-2.03289,-0.1513,-0.47728,5.0
0.19131,0.27947,-0.37427,-0.69438,-0.61691,0.82608,-0.27456,1.10887,-0.35735,0.13467,-0.8037,-0.36028,0.10879,-1.19683,-0.40901,-0.17576,5.0
-0.07619,0.87019,-0.33845,0.66694,-0.62127,-0.77365,0.8754,-0.03022,-0.34129,0.68799,1.45782,-0.3976,0.32046,-1.22158,-0.4093,-0.30568,5.0
0.01901,0.17971,-0.37422,-0.35676,-0.76364,-1.06481,-0.26149,-1.00657,0.38095,3.11604,0.08049,-0.3769,-0.16051,0.52093,-0.5446,-0.20926,5.0
0.00521,0.29368,0.1312,-0.48652,-0.45828,-0.03237,-0.334,-0.32522,-0.31,1.16146,-0.52959,0.17086,-2.3255,1.16246,0.25602,-0.43862,5.0
-0.10473,-0.4099,-0.30744,1.60955,0.37609,0.42212,-0.35527,0.33493,-0.18364,-0.58671,-0.52291,-0.33493,0.19702,-2.03295,0.51595,0.52778,5.0
-0.10335,0.50835,-0.33127,0.09853,-0.59782,0.93134,-0.35527,1.29649,-0.7037,-0.71253,-0.30092,-0.32359,0.32971,-2.07486,-1.19221,1.53284,5.0
-0.01847,-0.13945,-0.29729,-0.46461,-0.42197,-0.1342,0.02354,-0.09415,-0.62492,0.60073,-0.79598,-0.36771,0.06441,-0.13011,-0.69108,0.09704,5.0
2.63707,0.72032,-0.36236,-1.00396,-1.01316,-0.60727,-0.28247,-0.62894,0.44059,3.07278,-0.54283,-0.35298,-0.4147,0.42518,-0.15393,-0.85002,5.0
-0.04836,0.35518,-0.38094,-0.77348,-0.89312,1.21005,-0.35527,1.82443,-0.43803,-0.11676,-0.82477,-0.3769,0.16703,-1.84641,-0.452,0.2913,5.0
-0.10942,0.79025,-0.42394,-0.42401,-1.13088,0.63879,-0.35527,0.70088,-0.7037,-0.09114,0.99341,-0.41082,0.28602,-1.63716,-0.03564,-0.47728,5.0
0.08083,0.31051,-0.33414,-1.38403,-1.54622,1.42295,-0.35527,2.36602,-0.4605,-0.22722,-0.85748,-0.32565,0.15349,-2.14725,1.0677,-0.60952,5.0
-0.04233,0.03042,-0.37907,-0.38567,-1.10353,1.58601,-0.35527,2.50876,-0.7037,-0.91173,-0.88542,-0.37925,0.18462,-2.11417,-0.35948,1.53284,5.0
0.24773,0.18674,-0.31849,-0.61785,-0.88387,-1.00725,-0.0419,-1.00986,0.0336,2.32241,-0.84676,-0.30606,-0.23563,0.59549,-0.83116,-0.33657,5.0
-0.11708,1.20892,-0.42394,1.84685,1.69093,-0.61661,-0.35527,-1.69541,-0.7037,-1.12498,0.25233,-0.41082,0.10233,-0.81281,0.19567,0.77905,1.0
-0.10061,-1.18453,-0.42394,2.58285,2.40063,-1.20551,0.65789,-1.10117,-0.33306,-0.6135,-0.25809,-0.41082,0.32971,-0.11616,-0.38471,0.52778,1.0
-0.11106,-1.57635,-0.38362,1.61839,1.19513,-0.0914,-0.35527,-0.65608,0.21249,-0.80889,0.59682,-0.37739,0.28296,0.31715,-0.12461,0.77905,1.0
-0.11564,-1.16923,-0.28518,-0.41026,0.35231,0.35876,-0.35527,-0.25878,2.45862,-0.03397,0.48747,-0.29545,0.32971,-0.96507,2.77317,0.02525,1.0
-0.11065,0.31404,-0.42394,0.04235,-0.67396,0.39792,-0.35527,0.37428,1.19063,-0.30804,-0.36609,-0.41082,0.28138,0.20035,-0.26695,0.02525,1.0
-0.11783,0.8891,0.13997,-0.18598,0.92394,0.53541,-0.35527,0.38812,-0.7037,-1.12498,-0.59389,0.66206,0.32971,-0.85462,-1.19221,-1.48234,1.0
-0.11514,-0.28494,-0.42394,-0.20605,0.24795,0.02017,-0.35527,-0.48099,1.49928,-0.74496,0.07822,-0.41082,0.32971,-0.87221,0.04146,1.03031,1.0
-0.11472,-1.06299,-0.42394,0.28098,0.01348,0.47591,-0.35527,0.13779,-0.7037,-1.12498,0.42682,-0.41082,0.32971,-1.17503,-0.26695,0.9298,1.0
-0.11604,1.60106,-0.42394,0.22269,0.37609,0.50133,-0.35527,0.55664,2.1796,-0.62761,0.47172,-0.41082,0.18258,0.02723,-1.19221,1.53284,1.0
-0.10341,0.00471,-0.41065,1.61546,1.75336,-1.10485,0.72312,-1.2499,-0.24238,-0.72708,0.0383,-0.41082,0.32971,-0.47259,-0.58023,0.96749,1.0
-0.1137,0.60453,-0.19546,0.76814,0.18589,0.41453,-0.35527,0.34405,0.80449,-0.34449,-0.56108,-0.19074,0.32971,-0.15165,0.82653,-1.48234,1.0
-0.06889,0.48343,-0.41584,-0.86675,-0.51201,0.88932,-0.35527,0.76133,-0.15244,-0.61782,0.696,-0.39741,-6.32762,1.21567,1.3514,0.8628,1.0
-0.11382,-0.20118,-0.42394,0.28082,0.56162,-0.27051,-0.35527,-1.10844,-0.7037,-0.62018,0.12892,-0.41082,0.32971,0.35783,-1.19221,1.53284,1.0
-0.11652,-0.50607,-0.42394,1.04672,2.07983,-0.49142,-0.35527,-0.8258,2.61943,-0.55174,1.52068,-0.41082,0.32971,-0.80197,-1.19221,1.53284,1.0
-0.11614,-0.04029,-0.42394,-0.77844,0.43755,0.4405,-0.35527,-0.35462,-0.7037,-0.49866,0.03991,-0.41082,0.32971,-0.56333,2.50881,1.53284,1.0
-0.11798,0.13143,-0.42394,1.32201,-0.2871,-0.84692,-0.35527,-1.8401,-0.7037,-1.12498,1.00887,-0.41082,0.32971,-0.32928,-1.19221,0.02525,1.0
-0.11405,0.87331,-0.42394,-0.56744,-0.80576,0.13103,-0.35527,0.14715,2.96105,1.40371,0.38015,-0.41082,0.1427,-0.73616,-0.53909,1.03031,1.0
-0.11789,-0.53898,-0.42394,0.27524,-0.61005,0.11817,-0.35527,-0.79152,-0.7037,-1.12498,2.66538,-0.41082,0.32971,0.38919,-1.19221,-1.48234,1.0
-0.11762,1.32678,-0.42394,1.22289,1.5058,-1.01421,-0.35527,-1.55259,-0.7037,-0.03397,-0.21045,-0.41082,0.32971,-0.08116,-1.19221,1.53284,1.0
-0.11639,-1.21202,-0.42394,3.03936,2.7686,-0.51874,-0.35527,-1.06506,-0.7037,-0.63481,1.46737,-0.41082,-0.54027,0.26443,-0.33813,0.52778,1.0
-0.11558,-0.16859,-0.42394,-0.88978,-0.24159,0.06714,-0.35527,-0.46359,-0.7037,0.7032,0.80364,-0.41082,0.32971,1.21195,0.14016,1.53284,1.0
-0.09519,-0.19934,-0.42394,-1.56832,-1.29044,0.86779,0.05064,1.04358,-0.19967,-0.08165,0.51649,-0.41082,0.20111,1.42327,2.70686,-1.48234,1.0
-0.1101,-0.34741,-0.42394,2.47833,2.23617,-1.22684,0.64279,-1.3843,-0.7037,-0.99338,0.67031,-0.41082,0.32971,-0.54112,-0.70947,0.52778,1.0
-0.1164,0.8891,-0.42394,0.1666,1.43527,0.08911,-0.35527,-0.30339,-0.7037,0.04127,-0.29419,-0.41082,0.32971,1.51453,-1.19221,-1.48234,1.0
-0.11156,-0.8768,5.62588,-0.65908,-0.24641,1.29976,-0.35527,1.26003,-0.7037,-0.83088,-0.21926,5.74655,0.32971,0.32996,3.24901,-1.48234,1.0
-0.11355,-0.15979,0.44207,-0.18598,1.44567,0.72669,-0.35527,0.41261,-0.7037,-0.83591,1.17789,0.44504,0.15869,-0.27626,1.18702,1.53284,1.0
-0.11476,0.87033,2.07744,0.40873,0.16952,0.40851,-0.35527,0.07611,-0.7037,-0.79012,0.76916,1.99695,0.32971,-0.12681,0.92266,1.53284,1.0
-0.10353,-0.34866,5.65938,-0.47875,-0.15396,0.90717,-0.35527,0.76029,-0.7037,-0.71626,0.34346,6.24468,0.2088,0.20509,0.54264,1.15594,1.0
-0.10728,0.76675,-0.42394,-0.56303,0.12132,0.55129,-0.35527,0.16775,0.80449,-0.47457,0.10474,-0.41082,0.32971,-0.68774,0.69321,-1.48234,1.0
-0.11705,0.87547,-0.42394,0.49939,0.42859,-1.33633,-0.35527,-2.23799,3.38096,0.28424,1.63376,-0.41082,0.32971,1.51099,-1.19221,1.53284,1.0
-0.11119,-1.58358,1.52005,0.71058,1.76903,0.13208,-0.35527,-0.43246,0.28154,-0.95502,-0.34088,1.42223,0.32971,-0.3323,0.39394,-1.48234,1.0
-0.1163,-0.08054,-0.42394,1.40598,-0.08212,0.25859,-0.35527,-0.14904,-0.7037,-1.12498,1.37161,-0.41082,0.32971,-0.71412,-1.19221,-1.48234,1.0
-0.11475,0.17891,-0.42394,1.09494,0.61235,-0.44145,-0.35527,-1.0443,-0.7037,0.08292,-0.87782,-0.41082,0.24038,-0.44313,-0.22673,-1.48234,1.0
-0.07292,-1.02624,-0.42394,1.64393,2.03687,-1.06584,0.72964,-1.06074,-0.40368,-0.65919,-0.13004,-0.41082,0.3144,0.15821,-0.58418,0.02525,1.0
-0.11452,0.49617,-0.42394,0.58936,0.50872,-0.31037,-0.35527,-0.76787,2.73603,0.06173,-0.57141,-0.41082,0.32971,-0.97011,-1.19221,0.52778,1.0
-0.09229,0.61886,-0.41245,0.28477,-0.07466,0.50583,-0.35527,0.1293,-0.7037,-0.59817,-0.3867,-0.38853,-2.52211,0.03845,1.04154,1.53284,1.0
-0.11564,-2.4832,3.04516,0.50072,1.10559,-0.16839,-0.35527,-0.80859,1.77812,-0.26874,0.20148,3.48231,0.32971,0.02015,-0.18284,1.53284,1.0
-0.0112,-0.67579,-0.11471,0.82445,1.33509,-0.32031,0.05429,-0.57734,-0.29916,-0.43878,0.51056,-0.06647,0.22993,0.21079,-0.04175,0.06031,1.0
-0.11136,-0.73795,0.44458,0.06504,1.02581,0.06496,-0.35527,-0.44746,-0.7037,-0.24422,0.4819,0.55775,0.2776,0.52652,0.0727,-0.47728,1.0
-0.11078,-0.27343,-0.42394,0.10329,0.47914,-0.2192,-0.35527,-0.82028,0.22551,-0.32353,-0.53543,-0.41082,0.32971,0.06648,0.36916,0.52778,1.0
-0.1134,0.23147,-0.42394,0.30935,-0.00266,0.35215,-0.35527,-0.06859,-0.7037,-0.8799,0.95258,-0.41082,-0.10528,-0.18652,0.35705,0.9298,2.0
-0.11147,-0.45444,-0.42394,2.20357,1.55485,-1.06955,1.87751,-0.07167,-0.7037,-0.70743,-0.34214,-0.41082,0.32971,-1.08205,0.5609,-0.72854,2.0
-0.11022,-0.93305,-0.42394,2.97516,1.56054,-0.95058,2.08136,0.56352,-0.7037,-1.12498,0.28156,-0.41082,0.22762,-0.93411,0.6583,1.53284,2.0
-0.11456,0.19615,-0.42394,-0.3293,-0.43261,0.6734,-0.35527,0.79739,1.29696,-0.43475,0.55667,-0.41082,0.22762,-0.06256,1.0284,0.02525,2.0
-0.11063,-0.31773,-0.39851,1.08797,0.9351,0.23165,-0.35527,-0.1798,-0.7037,-1.12498,-0.60711,-0.41082,0.32971,0.60868,-0.60784,-1.48234,2.0
-0.11531,0.48172,-0.42394,-0.63663,-0.33049,0.92892,-0.35527,1.02062,-0.7037,-0.68574,-0.15491,-0.41082,0.06984,-0.95914,1.27514,1.53284,2.0
-0.0819,-1.23802,-0.41296,1.43304,1.83007,-0.8472,0.37746,-1.10359,0.42853,-0.53905,-0.00797,-0.41082,0.24304,0.92773,-0.12566,0.95852,2.0
-0.10336,-1.38965,-0.42394,1.7785,1.52853,-0.74351,0.91064,-0.38674,-0.7037,-0.53751,-0.09517,-0.41082,0.28006,-0.69359,0.0695,1.1021,2.0
-0.11701,1.02127,-0.42394,-0.80648,-0.70396,1.37588,-0.35527,1.97971,-0.7037,-1.12498,0.10785,-0.41082,0.32971,-0.81994,-1.19221,1.53284,2.0
-0.11582,-1.63536,-0.42394,0.18482,0.62316,0.74934,-0.35527,0.47494,-0.7037,-1.12498,0.51008,-0.41082,0.32971,-0.57572,0.6583,-1.48234,2.0
-0.11317,0.90983,-0.42394,-0.80822,-0.92039,0.41665,-0.35527,0.57911,2.56404,1.12977,-0.31724,-0.41082,0.32971,-0.55392,-0.60784,-1.48234,2.0
-0.11595,-0.2702,-0.42394,-0.80144,-0.18394,0.69671,-0.35527,0.43509,-0.7037,-0.57053,0.28623,-0.41082,0.1657,-1.225,0.82653,-1.48234,2.0
-0.09644,-0.24185,-0.40574,0.47256,0.69234,-0.19161,-0.16471,-0.76753,-0.03908,-0.37977,-0.67443,-0.39869,0.32971,-0.34355,-0.36435,0.52778,2.0
-0.11554,-0.8706,0.44614,1.10146,1.61281,-0.47756,-0.35527,-1.33079,-0.7037,-0.74919,0.30522,0.46338,0.32971,-1.20999,-0.39913,-1.48234,2.0
-0.05197,0.38008,-0.41185,-1.40497,-1.60295,1.65045,-0.35527,2.45401,-0.50842,-0.99023,-0.46941,-0.40369,-9.22662,1.64728,2.63643,0.52778,2.0
-0.11466,0.43282,-0.42394,-0.72621,-0.22952,0.89106,-0.35527,0.93534,-0.7037,-0.36495,0.15978,-0.41082,-0.00753,-0.15432,3.37964,-1.48234,2.0
-0.06966,0.44819,-0.37867,-0.67838,-0.64222,0.19362,0.45794,0.5717,-0.323,-0.1399,0.10039,-0.36915,-3.77904,0.965,0.79838,1.00075,2.0
-0.11798,1.82716,-0.42394,-0.3575,-0.06864,-0.50676,-0.35527,-2.03599,-0.7037,1.47666,0.72668,-0.41082,0.32971,-1.34325,9.91084,1.53284,2.0
-0.11475,-0.574,-0.29142,-0.24733,0.62058,0.86747,-0.35527,0.64856,-0.7037,-1.12498,0.17169,-0.24826,0.32971,-1.16776,1.72965,-1.48234,2.0
-0.10309,0.55536,-0.42394,-0.34002,-0.37648,0.4031,-0.35527,0.12215,0.8565,-0.22786,-0.32614,-0.41082,0.32971,-0.53844,0.13533,0.32677,2.0
-0.11634,0.44718,-0.42394,0.96294,1.4808,0.74595,-0.35527,0.68449,-0.7037,-1.12498,-0.57915,-0.41082,0.32971,-1.17503,-1.19221,1.53284,2.0
-0.11435,-0.58127,-0.42394,-0.77616,-0.71369,0.32391,-0.35527,-0.08472,-0.7037,-0.1399,-0.52378,-0.41082,0.03831,-0.83831,0.51595,-1.48234,2.0
-0.05163,-0.02822,-0.13383,-0.60753,-0.32284,0.83788,-0.30019,0.71332,-0.43874,-0.7822,-0.11203,-0.13535,-3.29363,0.52813,1.07532,0.8628,2.0
-0.07397,-0.44903,0.1538,-0.36494,0.26154,0.57546,-0.35527,0.44908,0.16538,-0.52531,-0.18382,0.17888,0.32971,0.36986,0.04892,1.25873,2.0
-0.04526,-0.85819,3.54726,-0.30677,0.20942,0.39334,0.06506,0.27297,-0.58429,-0.69243,-0.0505,3.21335,0.28706,0.53008,0.76906,0.49906,2.0
-0.0957,-0.28885,-0.42394,0.42389,0.28075,-0.44212,0.78545,-0.00348,0.00156,-0.09088,-0.52967,-0.41082,0.31171,-0.74039,-0.28378,-0.72854,2.0
-0.11425,0.27823,-0.42394,-1.55393,-1.65401,0.67356,-0.35527,0.65393,1.31758,-0.42763,1.61393,-0.41082,0.32971,-1.22578,0.25602,-0.47728,2.0
0.0036,-1.1095,2.26565,0.0591,0.6349,0.10362,-0.13759,-0.25561,-0.25996,-0.40328,-0.20619,2.16297,0.3103,-0.05529,0.18893,0.71793,2.0
-0.11132,0.81898,-0.42394,-0.13098,-0.18394,0.52585,-0.35527,0.27733,0.37954,-0.75126,-0.23288,-0.41082,0.27443,-0.91923,-0.70947,1.53284,2.0
-0.10722,1.10204,-0.42394,-0.70421,-0.28194,0.609,-0.35527,0.31466,0.73267,-0.62943,-0.42916,-0.41082,0.29306,-0.48707,0.16483,1.53284,2.0
-0.10959,-0.82709,-0.42394,0.06949,-0.00075,0.53042,-0.35527,0.19368,0.18347,-0.51283,-0.4434,-0.41082,-0.21354,-0.47365,-0.38471,-0.47728,2.0
0.03301,-0.9483,-0.37084,0.64462,1.12291,-0.58912,0.0321,-0.92609,0.29064,-0.26736,-0.16332,-0.34322,0.28358,0.87812,-0.44,-0.29454,2.0
-0.1127,0.51462,-0.42394,0.15813,-0.77298,-0.11978,0.59062,0.32539,-0.7037,0.10937,0.05289,-0.41082,0.25668,-0.30207,1.12093,1.53284,2.0
-0.11566,1.38092,-0.42394,0.25242,-0.57596,0.88071,-0.35527,0.96109,-0.7037,-0.08433,-1.04345,-0.41082,0.32971,-0.20948,1.58355,-1.48234,2.0
-0.09814,-0.30828,1.08958,-0.11358,0.31922,0.34793,-0.35527,0.19713,-0.7037,-0.27183,-0.32087,0.98102,0.32971,0.18253,-0.40775,1.03031,2.0
-0.10224,-0.17488,-0.34374,0.57827,0.24156,0.52669,-0.35527,0.30854,-0.7037,-0.81182,-0.78829,-0.32803,0.32971,-1.26762,-0.88379,-0.47728,2.0
-0.10386,-0.82341,-0.41709,0.68772,1.31035,-0.67667,0.48758,-0.89989,0.36477,-0.11126,-0.67274,-0.39133,0.32971,-0.32249,-0.89213,-0.47728,2.0
0.23633,-0.42029,0.37313,0.08011,0.19198,-0.82309,0.77233,-0.56726,0.19679,0.19347,-0.38344,0.34473,0.27255,-0.24673,-0.18423,0.40215,2.0
0.03078,-1.55284,2.13996,0.317,0.93892,0.01128,-0.12784,-0.36563,-0.15491,-0.48814,-0.52578,2.02795,0.29916,0.09843,-0.0546,0.32677,2.0
-0.10371,-1.06617,-0.42394,0.26548,0.53973,0.04507,-0.35527,-0.54749,-0.20734,-0.43999,-0.4815,-0.41082,0.32971,-0.39263,0.2882,-0.66002,2.0
-0.06538,-0.86001,-0.42016,0.0959,0.81305,-0.06278,-0.08292,-0.47837,-0.42852,-0.69776,-0.53568,-0.4058,0.30162,0.19663,-0.31044,-0.72854,3.0
-0.1047,0.79615,-0.24231,-1.12396,-1.08322,0.1217,0.10108,0.3701,1.14597,0.68307,1.41552,-0.32085,-0.29952,1.54208,-0.18284,-0.35165,3.0
-0.11361,0.31404,-0.42394,0.41042,1.06339,-0.06195,-0.35527,-0.62179,-0.7037,-0.39503,-0.40984,-0.41082,0.32971,0.07794,1.66286,-1.48234,3.0
-0.0957,-0.03871,-0.41954,0.14311,0.45353,-0.46721,-0.3207,-1.11593,0.21535,0.30185,-0.2714,-0.41082,0.01706,1.06449,-0.12156,0.60509,3.0
-0.10807,0.19164,-0.42394,0.10643,-0.24502,0.63399,-0.35527,0.66815,0.03339,-0.48924,0.13664,-0.41082,0.25448,0.15422,-0.03219,0.52778,3.0
-0.11352,-0.06069,-0.42394,-0.98567,-0.70815,0.65758,-0.35527,0.57295,-0.7037,-0.57948,-0.14762,-0.41082,0.24902,-1.51348,-0.36976,0.77905,3.0
0.09713,0.67791,-0.24578,-1.28468,-1.06025,0.84138,-0.35527,0.8514,0.66293,0.16375,-0.03628,-0.22137,-4.46114,1.55134,1.61321,0.4821,3.0
-0.08054,0.09789,-0.38953,-0.45305,-0.00741,0.47647,-0.3137,0.34992,-0.05016,-0.07276,-0.38933,-0.37903,0.15184,0.57165,0.29722,0.43641,3.0
-0.09257,0.10615,-0.42394,-0.33002,-0.25967,0.5135,-0.24378,0.5683,1.14597,-0.27413,-0.44558,-0.41082,0.31398,-0.31973,-0.05667,-0.47728,3.0
-0.0842,-0.7067,-0.42101,0.54536,1.0752,-0.76857,0.12771,-1.21525,0.30486,-0.25509,-0.31724,-0.41082,0.30912,0.17606,-0.91636,1.25873,3.0
-0.07969,-0.41924,-0.14689,-0.38087,-0.28779,0.35951,-0.24007,0.19713,-0.091,-0.06807,-0.25898,-0.1724,0.15254,-0.11638,-0.36976,0.98463,3.0
-0.04871,-1.16323,2.3244,-0.07009,0.7385,0.06307,-0.3515,-0.46192,0.35211,-0.37825,-0.42579,2.16978,0.28661,0.34921,-0.16511,0.1046,3.0
-0.09182,-0.05067,-0.42394,-0.11626,0.48086,0.26535,-0.21733,-0.03856,-0.40572,-0.25118,0.27701,-0.41082,0.26889,-0.97865,0.18339,0.32677,3.0
-0.11595,-0.82056,-0.42394,-0.14732,-0.81623,0.84391,-0.35527,0.70644,-0.7037,-1.12498,-0.09938,-0.41082,0.32971,-1.95627,0.51595,-1.48234,3.0
-0.11546,0.63263,-0.3913,-0.13908,-0.74674,0.75835,-0.35527,0.96109,-0.7037,0.22787,-0.03195,-0.41082,0.32971,-1.56536,-0.63706,-1.48234,3.0
-0.0716,2.67585,0.81039,-2.02495,-2.09125,-0.31149,2.50502,2.85286,-0.7037,-1.03051,-0.76202,0.72799,-0.04757,-1.02219,0.81674,-1.48234,3.0
-0.11135,-0.17266,-0.42394,-0.0705,0.20334,0.04222,-0.35527,-0.15547,0.30176,0.60944,-0.28641,-0.41082,0.32971,-1.14964,-0.9609,-0.8793,3.0
-0.11141,-0.3791,-0.42394,-0.00088,-0.44371,0.85675,-0.35527,0.65839,-0.7037,-0.69956,1.11049,-0.41082,-0.55121,0.18735,2.39995,1.53284,3.0
-0.01466,-0.9552,-0.29419,0.09523,0.45201,-2.29518,2.44244,-1.2673,-0.09172,0.28699,-0.51491,-0.25454,0.28677,-0.30251,-0.65431,-1.01847,3.0
-0.01891,0.13711,-0.38154,-0.97086,-0.7512,0.67002,-0.35527,0.79193,0.3592,0.17258,-0.7794,-0.37502,0.28381,0.07739,0.0951,0.1623,3.0
-0.06397,-0.278,-0.31151,0.80129,0.63303,-0.49229,-0.1575,-0.97886,0.04274,-0.15927,0.03852,-0.31551,0.31701,-0.2385,-0.69276,0.67136,3.0
-0.112,0.30061,-0.42394,-0.47986,-0.6941,1.08589,-0.35527,1.17644,-0.7037,-1.12498,-0.28586,-0.41082,0.19542,-0.6177,0.08891,0.02525,3.0
-0.09056,0.90431,-0.38799,-1.09966,-1.32171,0.74072,0.0211,1.27346,-0.08225,-0.48179,-0.18644,-0.38815,0.13944,-0.10393,0.72559,0.35299,3.0
-0.09914,0.23625,-0.42394,-0.76306,-0.5477,0.68272,-0.35527,0.59922,-0.29092,-0.41295,-0.39556,-0.41082,0.26652,-0.35919,-0.49202,0.19276,3.0
-0.10265,0.18082,-0.26573,-0.32767,-0.36678,1.02085,-0.35527,1.23422,-0.7037,-0.86212,-0.49082,-0.20699,0.32971,-0.89275,-0.53909,-1.0516,3.0
0.31206,-0.10214,-0.40642,0.00437,-0.04413,-0.53767,0.68649,-0.27472,0.21778,0.27251,-0.56352,-0.39541,-0.57643,0.77422,0.10122,-0.39688,3.0
-0.10064,0.27597,1.09908,-0.80366,-0.49755,0.50793,-0.35527,0.47725,0.16769,-0.07276,-0.64171,1.01968,0.21854,0.42321,-0.42116,-0.47728,3.0
-0.10805,0.75966,-0.42394,0.40909,0.08047,0.10758,-0.35527,-0.30064,-0.7037,-0.18223,-0.85012,-0.41082,0.29485,-0.62053,-0.86077,-1.48234,3.0
-0.11683,0.97179,-0.42394,-0.49722,-0.21958,0.20365,-0.35527,-0.74449,-0.7037,-1.12498,-0.62386,-0.41082,0.32971,-1.61274,1.0284,-1.48234,3.0
-0.10928,0.76107,-0.42394,-0.52931,-0.50302,0.98713,-0.35527,1.26962,1.18154,-0.63717,-0.6519,-0.41082,0.32971,-0.96925,1.12093,-1.48234,3.0
-0.10694,-0.30693,-0.41527,-0.26386,-0.43685,0.49055,-0.35527,0.43769,1.33156,-0.07172,-0.75832,-0.41082,0.26047,-0.29771,-0.33813,-0.72854,3.0
-0.10149,0.12237,-0.41214,-0.35481,-0.52364,0.14841,-0.2935,-0.0581,1.06662,0.1729,-0.75423,-0.39467,0.32971,-0.79007,-0.10898,1.53284,3.0
-0.10678,0.04938,-0.42394,-0.16073,0.14928,0.15292,-0.35527,-0.22512,-0.7037,-0.15248,-0.72293,-0.41082,0.29774,-0.18007,-0.64391,1.53284,3.0
-0.11256,-0.08162,-0.42394,1.14894,0.09334,0.46881,-0.35527,0.15964,-0.7037,-1.12498,-0.39609,-0.41082,0.32971,-0.52767,-0.87498,-0.47728,3.0
0.00213,-0.93051,3.44212,-0.5892,-0.2871,0.67892,-0.08694,0.72569,-0.01975,-0.49575,-0.19126,3.25414,0.20174,0.7106,1.05028,0.68859,3.0
-0.08637,-0.8881,-0.42394,1.02462,1.77446,-0.88753,0.67587,-0.80664,0.17551,-0.55624,-0.58047,-0.41082,0.31849,0.0789,-0.84403,-0.47728,3.0
0.15729,0.0892,0.73643,-0.72235,-0.43746,0.20431,-0.18634,-0.04059,0.18094,0.05004,0.73194,0.88543,-1.70013,1.21517,0.21231,0.53276,3.0
-0.0815,0.69679,0.37172,-0.90624,-1.07887,1.02324,-0.35527,1.23155,-0.22665,-0.38437,0.05289,0.3375,-0.25451,0.46828,1.45137,0.45599,3.0
-0.00488,-0.87136,2.35938,-0.10976,0.5427,0.01512,0.20525,-0.11052,-0.0571,-0.55489,-0.42592,2.15507,0.31504,0.57101,0.31541,0.1623,3.0
-0.11634,0.01448,-0.42394,-0.83703,-0.73276,0.57235,-0.35527,0.38812,-0.7037,0.17584,0.21531,-0.41082,0.32971,-0.65916,0.19567,0.02525,3.0
0.06452,-0.46832,-0.40746,-0.10149,0.16029,-0.15772,0.14085,-0.20738,-0.0818,-0.10226,-0.69543,-0.40174,0.24085,0.07673,-0.43982,-0.60291,4.0
-0.05339,0.22645,-0.41159,-0.73395,-0.6223,0.26738,-0.32295,0.13091,0.51033,0.38284,-0.83759,-0.40196,0.23678,-0.38215,-0.21649,-0.35165,4.0
-0.04663,-0.13008,-0.42254,0.7126,0.75329,-0.66568,0.0401,-1.02012,-0.41995,-0.14607,0.06935,-0.40737,-0.84789,0.55341,-0.504,-0.12551,4.0
-0.06005,-0.64558,-0.01981,-0.40162,-0.22174,-0.24236,0.35584,-0.12022,0.10536,-0.00846,-0.62165,-0.00252,0.28842,0.35206,-0.26512,-0.57779,4.0
-0.1054,1.71457,-0.41629,-1.14722,-1.35217,0.43554,-0.35527,0.36987,0.54511,0.5984,1.07779,-0.41082,0.26598,1.64878,-0.64616,0.98463,4.0
-0.06963,-0.1262,-0.40955,-0.01962,0.5425,-0.18033,0.20447,-0.06749,0.6023,0.59284,-0.37851,-0.39295,0.27973,-0.01184,-0.41355,-0.8793,4.0
-0.02254,-0.90803,-0.2322,-0.25058,0.54011,-0.79249,0.71416,-0.77937,-0.47322,-0.5021,-0.40211,-0.22864,0.31011,1.14458,-0.68386,0.17601,4.0
-0.0989,-0.34165,1.22487,-0.83644,-0.59659,0.91143,-0.27486,1.03589,0.21035,-0.57312,-0.54328,1.32312,0.30639,-1.37002,1.77593,-1.48234,4.0
-0.09406,-0.19342,-0.39108,-0.16467,-0.30688,0.0797,0.01026,-0.00025,-0.07829,-0.3698,-0.68146,-0.41082,0.31375,-0.57065,-0.50606,-0.47728,4.0
